fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,fighter_TD_round_1,fighter_TD_round_2,fighter_TD_round_3,fighter_TD_round_4,fighter_TD_round_5,fighter_TD_round_6,fighter_TD_round_7,fighter_TD_round_8,fighter_TD_round_9,fighter_TD_round_10,fighter_TD_round_11,fighter_TD_round_12,fighter_TD_round_13,fighter_TD_round_14,fighter_TD_round_15,opponent_TD_round_1,opponent_TD_round_2,opponent_TD_round_3,opponent_TD_round_4,opponent_TD_round_5,opponent_TD_round_6,opponent_TD_round_7,opponent_TD_round_8,opponent_TD_round_9,opponent_TD_round_10,opponent_TD_round_11,opponent_TD_round_12,opponent_TD_round_13,opponent_TD_round_14,opponent_TD_round_15,target
0.15853658536585366,0.25316455696202533,0.13253012048192772,0.28378378378378377,0.27272727272727276,0.21428571428571427,0.30158730158730157,0.19117647058823528,0.18333333333333332,0.10810810810810811,0.09523809523809523,0.07692307692307693,0.07692307692307693,0.11702127659574468,0.1875,1.0,0.0,0.2142857142857143,1.0,1.0,0.125,0.0,0.15789473684210525,0.1333333333333333,1.0,0.25,1.0,0.2972972972972973,1.0,0.7096774193548386,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,0.586206896551724,0.2954545454545454,1.0,0.2857142857142858,1.0,0.5135135135135136,0.0,1.0,0.0,1.0,0.736842105263158,0.5599999999999998,0.9999999999999998,0.9696969696969696,1.0,0.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1111111111111111,0.2857142857142857,0.0,0.25,0.0,0.14285714285714285,0.2,0.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0
0.25609756097560976,0.18987341772151897,0.22891566265060243,0.16216216216216217,0.16883116883116883,0.15714285714285714,0.12698412698412698,0.1323529411764706,0.13333333333333333,0.0945945945945946,0.023809523809523808,0.07692307692307693,0.1208791208791209,0.1276595744680851,0.328125,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.5714285714285714,1.0,0.25,1.0,0.7027027027027026,0.9999999999999999,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,0.482758620689655,0.34090909090909083,0.0,0.9999999999999998,0.9333333333333331,0.0,1.0,0.7222222222222223,0.9999999999999998,0.583333333333333,0.45614035087719285,0.8799999999999999,0.5199999999999998,1.0,0.8484848484848487,0.125,0.0,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.14285714285714285,0.0,0.25,0.2,0.14285714285714285,0.2,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0
0.25609756097560976,0.18987341772151897,0.22891566265060243,0.16216216216216217,0.16883116883116883,0.15714285714285714,0.12698412698412698,0.1323529411764706,0.13333333333333333,0.0945945945945946,0.023809523809523808,0.07692307692307693,0.1208791208791209,0.1276595744680851,0.328125,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.5714285714285714,1.0,0.25,1.0,0.7027027027027026,0.9999999999999999,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,0.482758620689655,0.34090909090909083,0.0,0.9999999999999998,0.9333333333333331,0.0,1.0,0.7222222222222223,0.9999999999999998,0.583333333333333,0.45614035087719285,0.8799999999999999,0.5199999999999998,1.0,0.8484848484848487,0.125,0.0,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.14285714285714285,0.0,0.25,0.2,0.14285714285714285,0.2,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0
0.4024390243902439,0.06329113924050633,0.0963855421686747,0.33783783783783783,0.4285714285714286,0.14285714285714285,0.07936507936507936,0.1764705882352941,0.13333333333333333,0.3783783783783784,0.07142857142857142,0.2087912087912088,0.19780219780219782,0.46808510638297873,0.515625,0.0,1.0,0.4285714285714286,0.8181818181818182,0.4285714285714286,0.4375,0.9999999999999999,0.21052631578947362,0.33333333333333326,0.047619047619047616,0.375,0.0,0.0,0.10810810810810811,0.032258064516129004,0.61,0.5,0.72,0.4,0.58,0.52,0.27,0.57,0.33,0.52,0.85,0.42,0.69,0.57,0.58,0.06896551724137945,0.20454545454545459,0.5111111111111111,0.3928571428571428,0.06666666666666687,0.10810810810810811,0.326086956521739,0.22222222222222232,0.13461538461538458,0.0416666666666663,0.07017543859649122,0.0,0.3600000000000001,0.5757575757575758,0.0,0.0,0.75,0.25,0.0,0.0,0.25,0.2,0.0,0.14285714285714285,0.14285714285714285,0.25,0.0,0.2857142857142857,0.0,0.4,0.0,0.6666666666666666,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,19.0
0.4024390243902439,0.12658227848101267,0.060240963855421686,0.04054054054054054,0.15584415584415584,0.11428571428571428,0.2698412698412698,0.4117647058823529,0.1,0.2567567567567568,0.21428571428571427,0.1098901098901099,0.4835164835164836,0.35106382978723405,0.65625,0.4,0.6666666666666667,0.9999999999999999,0.40909090909090906,0.04761904761904767,0.1875,0.2142857142857143,0.0,0.1333333333333333,0.0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.32258064516129026,0.58,0.52,0.27,0.6,0.57,0.33,0.73,0.52,0.85,0.42,0.69,0.5,0.57,0.58,0.53,0.0,0.0,0.33333333333333326,0.0,0.0,0.18918918918918926,0.04347826086956508,0.0,0.26923076923076916,0.0,1.0,1.0,0.0,0.0,0.1515151515151515,0.0,0.5,0.25,0.3333333333333333,0.0,0.125,0.0,0.1111111111111111,0.14285714285714285,0.0,0.5,0.4,0.0,0.4,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,24.0
0.4024390243902439,0.12658227848101267,0.060240963855421686,0.04054054054054054,0.15584415584415584,0.11428571428571428,0.2698412698412698,0.4117647058823529,0.1,0.2567567567567568,0.21428571428571427,0.1098901098901099,0.4835164835164836,0.35106382978723405,0.65625,0.4,0.6666666666666667,0.9999999999999999,0.40909090909090906,0.04761904761904767,0.1875,0.2142857142857143,0.0,0.1333333333333333,0.0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.32258064516129026,0.58,0.52,0.27,0.6,0.57,0.33,0.73,0.52,0.85,0.42,0.69,0.5,0.57,0.58,0.53,0.0,0.0,0.33333333333333326,0.0,0.0,0.18918918918918926,0.04347826086956508,0.0,0.26923076923076916,0.0,1.0,1.0,0.0,0.0,0.1515151515151515,0.0,0.5,0.25,0.3333333333333333,0.0,0.125,0.0,0.1111111111111111,0.14285714285714285,0.0,0.5,0.4,0.0,0.4,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,31.0
0.29268292682926833,0.4810126582278481,0.46987951807228917,0.3783783783783784,0.2077922077922078,0.5571428571428572,0.31746031746031744,0.9411764705882353,0.21666666666666667,0.22972972972972974,0.07142857142857142,0.2087912087912088,0.03296703296703297,0.44680851063829785,0.109375,0.6,0.5333333333333334,0.4285714285714286,0.5454545454545455,0.9047619047619047,1.0,0.5714285714285714,0.5789473684210527,0.9999999999999999,0.3809523809523809,0.6875,0.33333333333333337,0.02702702702702703,0.0,0.0,0.48,0.52,0.39,0.45,0.53,0.38,0.71,0.59,0.65,0.43,0.4,0.79,0.33,0.45,0.77,0.9999999999999998,1.0,0.2666666666666666,0.8214285714285716,0.4666666666666668,1.0,0.4130434782608696,0.38888888888888884,0.1923076923076923,0.3749999999999998,0.0,0.48,0.11999999999999988,0.8484848484848487,0.5757575757575758,0.125,0.0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.4,0.0,0.5714285714285714,0.14285714285714285,0.0,0.2,0.2857142857142857,0.2,0.2,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,11.0
0.24390243902439024,0.810126582278481,0.6385542168674699,0.17567567567567569,0.36363636363636365,0.24285714285714285,0.25396825396825395,0.08823529411764705,0.31666666666666665,0.04054054054054054,0.3571428571428571,0.46153846153846156,1.0,0.07446808510638298,0.046875,0.0,1.0,0.4285714285714286,0.8181818181818182,0.4285714285714286,0.4375,0.9999999999999999,0.21052631578947362,0.33333333333333326,0.047619047619047616,0.375,0.0,0.0,0.10810810810810811,0.032258064516129004,0.71,0.59,0.54,0.65,0.6,0.43,0.76,0.4,0.79,0.33,0.41,0.45,0.65,0.77,0.5,0.06896551724137945,0.20454545454545459,0.5111111111111111,0.3928571428571428,0.06666666666666687,0.10810810810810811,0.326086956521739,0.22222222222222232,0.13461538461538458,0.0416666666666663,0.07017543859649122,0.0,0.3600000000000001,0.5757575757575758,0.0,0.25,0.0,0.0,0.6666666666666666,0.0,0.125,0.4,0.0,0.14285714285714285,0.2857142857142857,0.25,0.2,0.0,0.2,0.0,0.0,0.6666666666666666,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,15.0
0.15853658536585366,0.35443037974683544,0.20481927710843376,0.21621621621621623,0.2207792207792208,0.08571428571428572,0.30158730158730157,0.044117647058823525,0.5,0.44594594594594594,0.5,1.0,0.8021978021978022,0.07446808510638298,0.046875,0.4,0.6666666666666667,0.9999999999999999,0.40909090909090906,0.04761904761904767,0.1875,0.2142857142857143,0.0,0.1333333333333333,0.0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.32258064516129026,0.65,0.6,0.43,0.76,0.56,0.4,0.79,0.33,0.41,0.43,0.45,0.65,0.64,0.77,0.5,0.0,0.0,0.33333333333333326,0.0,0.0,0.18918918918918926,0.04347826086956508,0.0,0.26923076923076916,0.0,1.0,1.0,0.0,0.0,0.1515151515151515,0.5,0.0,0.25,0.3333333333333333,0.0,0.0,0.2,0.2222222222222222,0.14285714285714285,0.0,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,10.0
0.15853658536585366,0.35443037974683544,0.20481927710843376,0.21621621621621623,0.2207792207792208,0.08571428571428572,0.30158730158730157,0.044117647058823525,0.5,0.44594594594594594,0.5,1.0,0.8021978021978022,0.07446808510638298,0.046875,0.4,0.6666666666666667,0.9999999999999999,0.40909090909090906,0.04761904761904767,0.1875,0.2142857142857143,0.0,0.1333333333333333,0.0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.32258064516129026,0.65,0.6,0.43,0.76,0.56,0.4,0.79,0.33,0.41,0.43,0.45,0.65,0.64,0.77,0.5,0.0,0.0,0.33333333333333326,0.0,0.0,0.18918918918918926,0.04347826086956508,0.0,0.26923076923076916,0.0,1.0,1.0,0.0,0.0,0.1515151515151515,0.5,0.0,0.25,0.3333333333333333,0.0,0.0,0.2,0.2222222222222222,0.14285714285714285,0.0,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,26.0
