fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
24.0,20.0,6.0,13.0,3.0,21.0,19.0,15.0,11.0,7.0,9.0,16.0,25.0,15.0,27.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.53,0.48,0.27,0.46,0.23,0.5,0.34,0.29,0.47,0.43,0.3,0.59,0.71,0.37,0.37,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,10.0
3.0,10.0,21.0,19.0,15.0,7.0,11.0,7.0,9.0,16.0,12.0,25.0,15.0,27.0,24.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.23,0.41,0.5,0.34,0.29,0.14,0.47,0.43,0.3,0.59,0.48,0.71,0.37,0.37,0.42,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,15.0
29.0,19.0,10.0,21.0,24.0,22.0,52.0,17.0,29.0,15.0,5.0,7.0,21.0,17.0,43.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.47,0.5,0.3,0.29,0.35,0.46,0.68,0.5,0.5,0.31,0.2,0.35,0.6,0.43,0.76,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,23.0
24.0,35.0,17.0,47.0,27.0,32.0,11.0,19.0,21.0,28.0,16.0,19.0,17.0,13.0,6.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.53,0.5,0.39,0.58,0.69,0.61,0.55,0.59,0.53,0.52,0.59,0.51,0.5,0.38,0.54,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,51.0
3.0,5.0,2.0,23.0,8.0,2.0,31.0,18.0,7.0,5.0,4.0,8.0,17.0,12.0,18.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.37,0.45,0.66,0.92,0.33,0.4,0.53,0.66,0.53,0.27,0.57,0.4,0.58,0.5,0.62,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,7.0
2.0,31.0,10.0,18.0,7.0,5.0,11.0,4.0,5.0,8.0,9.0,17.0,12.0,18.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.4,0.53,0.62,0.66,0.53,0.27,0.37,0.57,0.55,0.4,0.45,0.58,0.5,0.62,0.65,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,2.0
15.0,5.0,23.0,11.0,8.0,24.0,17.0,16.0,33.0,11.0,14.0,22.0,7.0,21.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.65,0.35,0.71,0.37,0.53,0.64,0.6,0.57,0.57,0.64,0.6,0.62,0.7,0.46,0.52,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,29.0
42.0,5.0,48.0,8.0,19.0,33.0,29.0,24.0,35.0,29.0,9.0,8.0,15.0,35.0,23.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.33,0.68,0.66,0.47,0.4,0.5,0.42,0.47,0.27,0.24,0.17,0.17,0.43,0.41,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,26.0
12.0,24.0,35.0,51.0,29.0,51.0,9.0,8.0,6.0,15.0,44.0,35.0,38.0,23.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.54,0.42,0.47,0.56,0.27,0.47,0.24,0.17,0.18,0.17,0.5,0.43,0.43,0.41,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
51.0,47.0,9.0,8.0,6.0,6.0,15.0,44.0,25.0,35.0,38.0,46.0,23.0,10.0,33.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.47,0.39,0.24,0.17,0.18,0.17,0.17,0.5,0.36,0.43,0.43,0.5,0.41,0.41,0.37,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,25.0
47.0,9.0,8.0,6.0,6.0,25.0,15.0,44.0,25.0,35.0,38.0,46.0,23.0,10.0,33.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.39,0.24,0.17,0.18,0.17,0.43,0.17,0.5,0.36,0.43,0.43,0.5,0.41,0.41,0.37,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
16.0,20.0,25.0,1.0,13.0,2.0,19.0,25.0,6.0,11.0,6.0,21.0,6.0,19.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.53,0.48,0.51,0.5,0.26,0.28,0.51,0.49,0.37,0.36,0.27,0.27,0.75,0.39,0.22,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,24.0
10.0,4.0,11.0,21.0,37.0,18.0,7.0,21.0,18.0,12.0,13.0,12.0,12.0,23.0,20.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.66,0.66,0.57,0.51,0.77,0.45,0.41,0.72,0.45,0.33,0.56,0.63,0.41,0.76,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,24.0
23.0,16.0,15.0,25.0,20.0,45.0,33.0,2.0,21.0,34.0,6.0,11.0,8.0,13.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.51,0.61,0.75,0.51,0.37,0.47,0.62,0.33,0.45,0.54,0.46,0.27,0.32,0.34,0.47,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,29.0
27.0,12.0,12.0,18.0,21.0,3.0,4.0,13.0,19.0,19.0,16.0,30.0,12.0,16.0,0.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.42,0.5,0.52,0.62,0.56,0.25,0.4,0.34,0.39,0.5,0.57,0.53,0.57,0.48,0.0,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,21.0
19.0,13.0,6.0,17.0,19.0,31.0,7.0,21.0,7.0,34.0,32.0,12.0,19.0,18.0,15.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.7,0.86,0.37,0.48,0.65,0.55,0.53,0.55,0.43,0.57,0.45,0.48,0.54,0.56,0.55,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
6.0,9.0,5.0,8.0,4.0,8.0,16.0,7.0,9.0,22.0,6.0,11.0,13.0,16.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.6,0.32,0.45,0.47,0.36,0.4,0.55,0.53,0.33,0.56,0.24,0.47,0.4,0.32,0.6,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
15.0,14.0,12.0,2.0,30.0,44.0,46.0,44.0,5.0,8.0,10.0,2.0,22.0,29.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.36,0.77,0.85,1.0,0.46,0.64,0.9,0.72,0.41,0.4,0.34,0.33,0.4,0.64,0.42,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
22.0,4.0,17.0,27.0,34.0,16.0,12.0,23.0,16.0,28.0,13.0,5.0,16.0,26.0,26.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.4,0.57,0.73,0.48,0.5,0.4,0.21,0.54,0.61,0.5,0.65,0.62,0.29,0.61,0.56,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,48.0
25.0,23.0,16.0,11.0,28.0,31.0,13.0,12.0,5.0,12.0,16.0,10.0,26.0,26.0,25.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.46,0.54,0.61,0.64,0.5,0.42,0.65,0.36,0.62,0.36,0.29,0.29,0.61,0.56,0.44,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
4.0,14.0,3.0,21.0,3.0,20.0,8.0,11.0,3.0,1.0,9.0,3.0,3.0,3.0,9.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.93,0.75,0.28,0.37,0.45,0.61,0.47,0.37,0.11,0.47,0.37,0.33,0.08,0.56,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,24.0
11.0,11.0,2.0,3.0,1.0,6.0,9.0,4.0,3.0,8.0,3.0,3.0,10.0,9.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.35,0.47,0.4,0.37,0.11,0.66,0.47,0.26,0.37,0.61,0.33,0.08,0.25,0.56,0.63,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
31.0,13.0,22.0,19.0,34.0,13.0,9.0,13.0,45.0,6.0,8.0,17.0,24.0,13.0,16.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.41,0.39,0.37,0.36,0.52,0.59,0.64,0.46,0.61,0.42,0.36,0.29,0.6,0.3,0.51,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,32.0
23.0,32.0,37.0,46.0,12.0,38.0,15.0,24.0,9.0,20.0,19.0,28.0,11.0,19.0,6.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.33,0.41,0.61,0.47,0.46,0.36,0.28,0.33,0.47,0.36,0.36,0.36,0.42,0.52,0.35,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,51.0
15.0,13.0,24.0,9.0,20.0,24.0,19.0,12.0,28.0,11.0,11.0,19.0,26.0,6.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.28,0.24,0.33,0.47,0.36,0.4,0.36,0.32,0.36,0.44,0.42,0.52,0.56,0.35,0.34,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,47.0
46.0,51.0,44.0,9.0,31.0,9.0,6.0,4.0,1.0,27.0,41.0,14.0,27.0,54.0,20.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.54,0.56,0.53,0.3,0.59,0.81,0.31,0.4,0.12,0.52,0.53,0.58,0.42,0.45,0.4,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,79.0
44.0,79.0,9.0,31.0,9.0,40.0,6.0,4.0,1.0,27.0,41.0,14.0,27.0,54.0,20.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.53,0.65,0.3,0.59,0.81,0.67,0.31,0.4,0.12,0.52,0.53,0.58,0.42,0.45,0.4,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,12.0
33.0,4.0,47.0,22.0,22.0,16.0,7.0,30.0,20.0,29.0,16.0,24.0,45.0,27.0,24.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.3,0.71,0.61,0.57,0.41,0.63,0.39,0.3,0.76,0.3,0.52,0.77,0.44,0.34,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,12.0
22.0,16.0,25.0,7.0,30.0,20.0,38.0,29.0,16.0,24.0,23.0,45.0,27.0,24.0,26.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.41,0.49,0.63,0.39,0.3,0.52,0.76,0.3,0.52,0.52,0.77,0.44,0.34,0.41,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,19.0
25.0,12.0,7.0,30.0,20.0,38.0,40.0,29.0,16.0,24.0,23.0,45.0,27.0,24.0,26.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.49,0.44,0.63,0.39,0.3,0.52,0.43,0.76,0.3,0.52,0.52,0.77,0.44,0.34,0.41,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,4.0
14.0,2.0,3.0,19.0,26.0,36.0,39.0,12.0,36.0,46.0,52.0,20.0,27.0,32.0,29.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.41,0.4,0.5,0.52,0.33,0.52,0.52,0.35,0.38,0.46,0.44,0.29,0.33,0.45,0.44,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,26.0
36.0,39.0,18.0,12.0,36.0,46.0,46.0,52.0,52.0,20.0,27.0,24.0,32.0,29.0,35.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.52,0.52,0.51,0.35,0.38,0.37,0.46,0.44,0.45,0.29,0.33,0.3,0.45,0.44,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,4.0
36.0,39.0,18.0,12.0,36.0,46.0,46.0,52.0,52.0,20.0,27.0,24.0,32.0,29.0,35.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.52,0.52,0.51,0.35,0.38,0.37,0.46,0.44,0.45,0.29,0.33,0.3,0.45,0.44,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,2.0
40.0,38.0,23.0,6.0,26.0,37.0,40.0,20.0,7.0,34.0,46.0,39.0,51.0,50.0,54.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.51,0.63,0.63,0.66,0.7,0.74,0.65,0.57,0.46,0.53,0.54,0.43,0.54,0.57,0.62,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
6.0,26.0,37.0,20.0,40.0,20.0,7.0,34.0,46.0,33.0,39.0,51.0,32.0,50.0,54.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.66,0.7,0.74,0.57,0.65,0.57,0.46,0.53,0.54,0.6,0.43,0.54,0.59,0.57,0.62,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,35.0
37.0,20.0,26.0,40.0,20.0,7.0,34.0,46.0,33.0,2.0,39.0,51.0,32.0,50.0,54.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.74,0.57,0.72,0.65,0.57,0.46,0.53,0.54,0.6,0.25,0.43,0.54,0.59,0.57,0.62,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,18.0
25.0,15.0,14.0,27.0,12.0,31.0,49.0,17.0,37.0,14.0,23.0,32.0,10.0,23.0,11.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.52,0.51,0.48,0.36,0.25,0.6,0.53,0.29,0.45,0.27,0.35,0.41,0.21,0.3,0.34,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,30.0
17.0,18.0,37.0,37.0,14.0,7.0,23.0,28.0,32.0,37.0,10.0,19.0,23.0,50.0,11.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.29,0.33,0.45,0.63,0.27,0.21,0.35,0.38,0.41,0.41,0.21,0.24,0.3,0.49,0.34,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,29.0
14.0,7.0,2.0,23.0,28.0,24.0,32.0,37.0,51.0,10.0,19.0,23.0,50.0,45.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.27,0.21,0.2,0.35,0.38,0.42,0.41,0.41,0.5,0.21,0.24,0.3,0.49,0.49,0.34,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,35.0
14.0,7.0,2.0,23.0,28.0,24.0,32.0,37.0,51.0,10.0,19.0,23.0,50.0,45.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.27,0.21,0.2,0.35,0.38,0.42,0.41,0.41,0.5,0.21,0.24,0.3,0.49,0.49,0.34,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,62.0
5.0,5.0,45.0,12.0,10.0,9.0,12.0,6.0,33.0,6.0,10.0,25.0,5.0,10.0,3.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.29,0.75,0.66,0.66,0.6,0.32,0.33,0.54,0.5,0.34,0.51,0.62,0.29,0.75,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,5.0
9.0,9.0,12.0,15.0,6.0,33.0,9.0,6.0,10.0,25.0,6.0,5.0,10.0,16.0,3.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.6,0.64,0.32,0.3,0.33,0.54,0.6,0.5,0.34,0.51,0.6,0.62,0.29,0.41,0.75,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,5.0
9.0,12.0,15.0,19.0,13.0,23.0,22.0,28.0,7.0,22.0,34.0,12.0,14.0,4.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.39,0.44,0.4,0.29,0.68,0.67,0.7,0.53,0.43,0.55,0.45,0.48,0.29,0.33,0.36,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,18.0
13.0,23.0,22.0,28.0,7.0,15.0,22.0,34.0,35.0,12.0,14.0,21.0,4.0,4.0,5.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.68,0.67,0.7,0.53,0.43,0.42,0.55,0.45,0.42,0.48,0.29,0.65,0.33,0.36,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,16.0
13.0,23.0,22.0,28.0,7.0,15.0,22.0,34.0,35.0,12.0,14.0,21.0,4.0,4.0,5.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.68,0.67,0.7,0.53,0.43,0.42,0.55,0.45,0.42,0.48,0.29,0.65,0.33,0.36,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,23.0
22.0,12.0,10.0,14.0,15.0,17.0,9.0,23.0,22.0,2.0,31.0,30.0,50.0,11.0,20.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.55,0.23,0.52,0.46,0.42,0.8,0.75,0.48,0.56,0.28,0.68,0.71,0.71,0.32,0.37,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,5.0
20.0,20.0,15.0,26.0,26.0,15.0,21.0,22.0,24.0,15.0,9.0,40.0,35.0,26.0,26.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.41,0.43,0.38,0.39,0.55,0.28,0.32,0.53,0.5,0.31,0.23,0.52,0.37,0.56,0.38,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,0.0
26.0,15.0,21.0,44.0,22.0,24.0,15.0,9.0,17.0,40.0,35.0,10.0,26.0,26.0,23.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.55,0.28,0.32,0.45,0.53,0.5,0.31,0.23,0.3,0.52,0.37,0.41,0.56,0.38,0.48,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,41.0
26.0,15.0,21.0,44.0,22.0,24.0,15.0,9.0,17.0,40.0,35.0,10.0,26.0,26.0,23.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.55,0.28,0.32,0.45,0.53,0.5,0.31,0.23,0.3,0.52,0.37,0.41,0.56,0.38,0.48,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,34.0
27.0,2.0,48.0,21.0,12.0,18.0,3.0,11.0,23.0,21.0,7.0,3.0,23.0,16.0,19.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.36,0.66,0.46,0.7,0.32,0.46,0.3,0.64,0.5,0.45,0.35,0.15,0.76,0.48,0.46,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,14.0
36.0,23.0,23.0,21.0,13.0,7.0,19.0,3.0,20.0,23.0,7.0,16.0,18.0,19.0,16.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.66,0.5,0.5,0.45,0.25,0.35,0.55,0.15,0.48,0.76,0.41,0.48,0.69,0.46,0.57,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,10.0
18.0,7.0,19.0,6.0,3.0,20.0,23.0,7.0,2.0,16.0,18.0,28.0,19.0,16.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.24,0.35,0.55,0.6,0.15,0.48,0.76,0.41,0.28,0.48,0.69,0.71,0.46,0.57,0.55,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,36.0
18.0,7.0,19.0,6.0,3.0,20.0,23.0,7.0,2.0,16.0,18.0,28.0,19.0,16.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.24,0.35,0.55,0.6,0.15,0.48,0.76,0.41,0.28,0.48,0.69,0.71,0.46,0.57,0.55,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,24.0
